tweet,spacy_cleaned_tweet,sentiment,target
.@selenagomez has a mini-fridge in her bedroom that she seems very proud of. R.I.P. Jan Hooks. https://t.co/XqKaW5w0d9,mini fridge bedroom seem proud r p jan hook,positive,1
Ice Cube. the film the 46 year old L.A. native wed to Kimberly Woodruff-takes Us back.,ice cube film 46 year old native would kimberly woodruff take back,positive,1
I love Nicki and Miley and may need to call in sick tomorrow because of it,love nicki miley may need call sick tomorrow,positive,1
"@lacemarketsue Good morning Sue, mum was good yesterday, she going to Blackpool Illuminations tomorrow, &amp; fish &amp; chip lunch, she'll enjoy...",good morning mum good yesterday go blackpool illumination tomorrow fish chip lunch enjoy ...,positive,1
"I want Ihop tomorrow#weeklytweet But, I should pass",ihop tomorrow weeklytweet pass,positive,1
"Thank you for knowing what will keep this nation secure, Scott Walker. http://t.co/4lcTgbyRHM",thank know keep nation secure scott walker,positive,1
"@Podesta1989 btw, did you see that Star Wars is now out on the 17th dec?",btw see star 17th dec,positive,1
Tomorrow @neill_bob brings EU Referendum Bill back to Parliament! Hope Labour &amp; Lib Dems won't AGAIN try to block the public having a say,tomorrow bring referendum bill back parliament hope labour lib try block public say,positive,1
#usatoday First-place Mets may get their best hitter back: David Wright went 1-for-3 with ... http://t.co/6bDmlBN0b6 #sports #sportsnews,usatoday first place may get good hitter back david wright go 1 3 ... sport sportsnews,positive,1
What a game here between Valencia and Atleti. 3-1 at the break. Join @DreCordero and I for 2nd half on @beINSPORTSUSA,game valencia atleti 3 1 break join 2nd half,positive,1
"News update New Review Update: July 23, 2015 - Adam E. here with four new reviews. Today is National Hot Dog Day, ... http://t.co/Wy4cJ91kv3",news update new review update july 23 2015 adam four new review today national hot day ...,positive,1
May I ask what's so cool about A$ap Rocky?,may ask cool ap rocky,positive,1
@IamDuffyBear We can't wait to see what the cast members at Capt. EO do when they see me tomorrow in my costume.,wait see cast member capt eo see tomorrow costume,positive,1
FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Koch's gorgeous daughter!,fyi ridiculously adorable ladybug larry bird give 1st piece candy producer director chris koch 's gorgeous daughter,positive,1
"@LaszloBock2718 congrats on the book, invites to add value from HR. Any thoughts you may share about internal communications in Google?",congrat book invite add value hr thought may share internal communication google,positive,1
Kyle Allen making it happen. The injury to Murray may have been a blessing in disguise. Aggies back up 10.,kyle make happen injury murray may blessing disguise aggie back 10,positive,1
"This house may be old, but it's a new kind of house in Prince George's County. #Net-Zero #energyefficiency http://t.co/4bAAatYyLy",house may old new kind house prince george 's county net zero energyefficiency,positive,1
"Tomorrow, on March 14th, one month after Valentine's day, some men in America (try to) celebrate 'Steak and a BJ' day.",tomorrow march 14th one month valentine 's day america try celebrate steak bj day,positive,1
Great first half for Milwaukee's last two 1st Round picks. Tobias Harris with 12 and 6 and John Henson with 14 and 6.,great first half milwaukee 's last two 1st round pick tobias harris 12 6 john henson 14 6,positive,1
"We're excited to have MYSA's support behind tomorrow night's game! First 1,000 people in the doors get a mini soccer ball!","excited mysa 's support behind tomorrow night 's game first 1,000 people get mini soccer ball",positive,1
the scenes that involve Ice Cube and Johan Hill in 22nd Jump street are the best. Like literally gets me in tears every time,scene involve ice cube johan hill 22nd jump street good like literally get tear every time,positive,1
"Thursday fun for just a few PENNIES on April 12 with Reflex Rex, Alice D & more + Smoking Toddlers & Wednesday The Rat! http://t.co/JgpF8up3",thursday fun penny april 12 reflex rex alice smoking toddler wednesday rat,positive,1
What a GREAT 1st Class Consultant update today with Kirko Bangz Manager D-Will!! It's about to get all the way... http://t.co/H56seqQ5,great 1st class consultant update today kirko bangz manager get way ...,positive,1
"Been w/ @audrey_emm, Romo, & Taylor for the last 3 days! Hopefully seeing @aquinobanana and @aliyacakes and then goin' home w/her today heh",w romo taylor last 3 day hopefully see go home w today heh,positive,1
Doctor Who is like the 2nd series - next to Naruto - to hit me in the feels so hard. Omg.,doctor like 2nd series next naruto hit feel hard omg,positive,1
"Just got the wax flushed from my ears for Janet Jackson tomorrow night, my body is literally ready",get wax flush ear janet jackson tomorrow night body literally ready,positive,1
Starts Friday night Irving plaza NYC me and @bteband touring with Chiodos &lt;- stoked,start friday night irving plaza nyc tour chiodos stoke,positive,1
Selhurst Park has always been a difficult place for Chelsea.  We're gonna make things easy tomorrow. #CFC,selhurst park always difficult place chelsea go make thing easy tomorrow cfc,positive,1
"@VickieSmalley hoping to see Ant-Man tomorrow night at the Everyman in Reigate... Apparently it's been refurbished and is pretty good,",hop see ant tomorrow night everyman reigate ... apparently refurbish pretty good,positive,1
The bulls are back! @haralabob what seed do you think the bulls can finish assuming a 75% rose comes back by March,bull back seed think bull finish assume 75 rise back march,positive,1
Okay guys going to take the night off to finally get rid if this cold. I'll be online tomorrow labor day for Harry Potter trivia,okay guy go take night finally get rid cold online tomorrow labor day harry potter trivium,positive,1
"Been a long day. Wrapped up book for good prior to proofing, article on Balotelli's Milan return (out Tues) and a little something special!",long day wrap book good prior proofing article balotelli 's milan return little something special,positive,1
@amackin07 Love! I love all the episodes with Kristin Chenoweth (she plays April Rhodes). I'm a fan of hers (obviously) lol!,love love episode kristin chenoweth play april rhode fan obviously lol,positive,1
"Rumours had it for long, but this may actually be the first Nokia Android phone! http://t.co/LJGleHFUQ8 http://t.co/UIlkC08hjP",rumour long may actually first nokia android phone,positive,1
Sucks that I left Warners after they sign one of the hottest UK artists @liannelahavas  Can't wait to see her live in March! #lianneRocks,suck leave warner sign one hot uk artist wait see live march liannerock,positive,1
"So, I may have disturbed some of the other filmgoers at MAGIC MIKE XXL when I squealed just a bit at @TheVickyVox's scene.",may disturb filmgoer magic mike xxl squeal bit scene,positive,1
Playing Jurassic World while waiting to watch Jurassic World for the 3rd time #Winning,play jurassic world wait watch jurassic world 3rd time win,positive,1
"Love David Bowie. ""Check ignition and may God's love be with you."" Heck yeh.",love david bowie check ignition may god 's love heck yeh,positive,1
WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday,wwe raw interesting next week road dogg return wwe royal rumble shawn michaels go raw monday,positive,1
"FYI @alexispetridis on Kim K's Rolling Stone cover is, line for line, the funniest piece in @g2filmandmusic today http://t.co/0edfXsAWHW",fyi k 's roll stone cover line line funny piece today,positive,1
@HulkHogan When you think of wrestling 1 person comes to mind 1st and That's Hulk Hogan,think wrestle 1 person mind 1st hulk hogan,positive,1
What a world of difference a leather band makes on Apple Watch. h/t @casuallynorm for pointing me in the direction of 3rd party lugs,world difference leather band make apple watch h point direction 3rd party lug,positive,1
@KatVonTease420  Hmm I usually don't watch B/G shows but I may have to make an exception for something like that ;),hmm usually watch b g show may make exception something like ;),positive,1
@swamy39 U proved to be a better scriptwriter than Shazia Ilmi. #Ramdev will end fast or move to Ramlila where he has permission till 30 Aug,prove good scriptwriter shazia ilmi ramdev fast move ramlila permission 30 aug,positive,1
That scrap between The Undertaker and Brock Lesnar on Monday Night Raw last night looked like the best craic ever,scrap undertaker brock lesnar monday night raw last night look like good craic ever,positive,1
Fuck everyone else #dexter is my friend tonight. Bring it season 4,fuck everyone else dexter friend tonight bring season 4,positive,1
"This was #classic. ""You may have sold your soul to the devil but your ass belongs to Brock Lesnar"" #RAW  , but the undertaker ain't no joke",classic may sell soul devil ass belong brock lesnar raw undertaker joke,positive,1
@RajivMakhni #motog The ever evolving Moto G 3rd gen firmly stands out as a beauty with the brain for gennext. Let's swim with it awhile.,motog ever evolve moto g 3rd gen firmly stand beauty brain gennext let swim awhile,positive,1
@MadisonElleBeer are you going to digi tomorrow,go digi tomorrow,positive,1
Day 3 of PSSAs (state tests for 11th grade). Test questions and sci scenarios vary greatly; shouldn't they be taking the same exam? #pssa,day 3 pssa state test 11th grade test question sci scenario vary greatly take exam pssa,positive,1
There's a 99% chance I'm going to start Hannibal tomorrow.,99 chance go start hannibal tomorrow,positive,1
Zac Brown Band tomorrow night with boy. SO EFFING EXCITED. Eeeeee!,zac brown band tomorrow night boy effing excited eee,positive,1
@BalakayDeming Tell Reed I said thank you for letting me use his portable charger at Digi on Saturday please!!!!!,tell reed say thank let use portable charger digi saturday please,positive,1
My 3rd New Years resolution is I'm not gonna cry over Justin Bieber.. He'll come to me one day,3rd new year resolution go cry justin bieber .. one day,positive,1
I'll be rooting for Penn State tomorrow...even tho THEY MURDERED JOE PA FOR SOMETHING HE DIDN'T DO! the new coach &amp; kids deserve that,root penn state tomorrow ... even tho murder joe pa something new coach kid deserve,positive,1
"Sunday dinner, Mersey side derby and Man u Chelsea. Decent day ahead",sunday dinner mersey side derby chelsea decent day ahead,positive,1
"Aaah, just got Silent House in the post!! :D Gonna wait to watch it until tomorrow or Sunday though!",aaah get silent house post go wait watch tomorrow sunday though,positive,1
"AvecesSi'' Conor McGregor's Body Shots the Difference in Title Victory: On Saturday night, one of the biggest pay-per-views in UFC hi...",avecessi conor mcgregor 's body shot difference title victory saturday night one big pay view ufc hi ...,positive,1
"@megynkelly @DWStweets If FOX keeps building the show guy up. You may be right. Start building up Dr. Ben Carson and Carly Fiorina,",fox keep build show guy may right start build dr carson carly fiorina,positive,1
Kris Bryant just knocked his second homer of the day (and Cubs' fifth overall) to give Chicago a 9-2 lead. His 19th of the year. #CubsTalk,kris bryant knock second homer day cub fifth overall give chicago 9 2 lead 19th year cubstalk,positive,1
Who's ready for the Foo Fighters tomorrow night?! Britton Tavern is your pre-concert and post-concert party... http://t.co/RSVaCSkTRG,ready foo fighter tomorrow night britton tavern pre concert post concert party ...,positive,1
"Excited for the Colts game with my love, @itsthegwebb41 Sunday :)",excited colt game love sunday :),positive,1
Seeing Gone Girl for the 3rd time 85% because I'm obsessed with the movie 15% because I'm obsessed with Ben Affleck  @CaitlinMartelle,see go girl 3rd time 85 obsess movie 15 obsess affleck,positive,1
#Hydrogen Car News Lexus may reveal a new hydrogen fuel cell car: Lexus has plans to reveal the new ge... http://t.co/Hfp92A0zXx #carkit,hydrogen car news lexus may reveal new hydrogen fuel cell car lexus plan reveal new ... carkit,positive,1
"@GR8Imperfection It's the cool, tasty Ice Cream Sandwich upgrade http://t.co/jwcWIs7E! It may take some getting used to since it's new.^TH",cool tasty ice cream sandwich upgrade may take get use since new th,positive,1
"I want to thank Ryan Braun for hitting that home run to send Bernie down the slide, and thereby making my kids' 1st game ""the coolest ever!""",thank ryan braun hit home run send bernie slide thereby make kid 1st game cool ever,positive,1
Wel looks like I'm going to the after party tomorrow with fetty wap Chris brown tyga etc thanks to my cuz,wel look like go party tomorrow fetty wap chris brown tyga etc thank cuz,positive,1
A long read but worth it. Great insight into power &amp; control of IRA in Newry. Chilling.  https://t.co/M1ujQHYE4I,long read worth great insight power control ira newry chilling,positive,1
"What's nice about CY pitching tomorrow night, he won't lose focus like Ventura did after Thor singled. We can't go to a game 7 with YV",nice cy pitch tomorrow night lose focus like ventura thor single go game 7 yv,positive,1
"On 15 Aug 2009, U2's 1st UK gig on their current tour broke the attendance record for a Wembley Stadium concert with over 88,000 spectators!","15 aug 2009 u2 1st uk gig current tour break attendance record wembley stadium concert 88,000 spectator",positive,1
"We may call Liam dad but let's be real, Niall is dad. Always havin a chat with people, checkin up on the wife and fam.",may call liam dad let real niall dad always chat people checkin wife fam,positive,1
good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow!,good stream tonight back mad max tomorrow ... ps4 play dawn fackkk see tomorrow,positive,1
Happy to see the Patriots stick to the 'Wednesday' tradition of not just Tom Brady talking but food for the media #pizzaday,happy see patriot stick wednesday tradition tom brady talk food medium pizzaday,positive,1
Just upgraded to Windows 10. Suspect I may have done something wrong as it all went incredibly smoothly!!!  #Windows10 #Microsoft #upgrade,upgrade window 10 suspect may something wrong go incredibly smoothly windows10 microsoft upgrade,positive,1
Foo Fighters opening with everlong tomorrow is gonna be a hot shitty mess of emotions,foo fighter open everlong tomorrow go hot shitty mess emotion,positive,1
Im going to finish now the 2nd season of teen wolf,go finish 2nd season teen wolf,positive,1
Remember when Madonna tried acting a bit back in the 1980s? #RickiAndTheFlash is out tomorrow:http://t.co/dwvgFybCVB http://t.co/xIRXteUBcH,remember madonna try act bit back 1980 rickiandtheflash tomorrow,positive,1
Senran Kagura for PS Vita may be the most advanced breast physics system with complete costume destruction comparing the 3DS counterpart.,senran kagura ps vita may advanced breast physics system complete costume destruction compare 3ds counterpart,positive,1
Boruto: Naruto the Movie just wait brooo. im coming to you in november. Hall pasti dipenuhi dgn org dh besar hahaha,boruto naruto movie wait brooo november hall dipenuhi dgn org dh hahaha,positive,1
God it even looks like the setting of Twilight in the background. https://t.co/LdNiVvpFgo,god even look like setting twilight background,positive,1
"We just sold our 1st copy of the limited edition Rise of David Bowie. Now there are only 1,971 copies left: https://t.co/TQGjW0UIZX","sell 1st copy limited edition rise david bowie 1,971 copy leave",positive,1
"The fact that Bailey is bringing Dunkin into work tomorrow, is the only thing keeping me motivated to wake up in the morning.",fact bailey bring dunkin work tomorrow thing keep motivated wake morning,positive,1
@julia_polkadot @stardusts_x @canaancg  3rd: Briana is the only one I can trust,3rd briana one trust,positive,1
he had a good life and a wonderful wife.. may Frank Gifford RIP https://t.co/B0T5KfD3ir,good life wonderful wife .. may frank gifford rip,positive,1
Congrats to Lina Boily! She just won 2 tickets to see Janet Jackson this Saturday in Grande Prairie. Buy yours here: http://t.co/hSJzltF0qT,congrat lina boily win 2 ticket see janet jackson saturday grande prairie buy,positive,1
You can sell your soul to the devil but your ass belongs to Brock Lesnar..@HeymanHustle...may just be the greatest ever to pick up a mic,sell soul devil ass belong brock lesnar .. ... may great ever pick mic,positive,1
That Galaxy Note 5 looking like it could be future bae in November when I upgrade.,galaxy note 5 look like could future bae november upgrade,positive,1
With Milan sitting in 6th -the highest they've been in almost three years - Shevchenko wants time for the coach. https://t.co/gio505Rzml,milan 6th high almost three year shevchenko time coach,positive,1
Going to see Foo Fighters in Edinburgh tomorrow night but for now it's Madonna on Spotify shuffle.,go see foo fighter edinburgh tomorrow night madonna spotify shuffle,positive,1
Oxygen &amp; VH1 get the MOST ratings on Monday nights. . . Lol we aint playing no games I cant wait till tonight,oxygen vh1 get rating monday night lol play game wait tonight,positive,1
"Thanks to Moomba, I've been cruising wi the Medicare since April 2011. Today I decided to finally go get it done! #abouttime",thank moomba cruise wi medicare since april 2011 today decide finally go get abouttime,positive,1
@bellaelly PS I have been seeing on our Chicago News about Henryville's new (old?) school.Have a good day tomorrow it is midnight already TC,ps see chicago news henryville 's new old school.have good day tomorrow midnight already tc,positive,1
Strongly considering having breakfast at IHOP tomorrow morning. Short stack with blueberry compote. I'm craving it.,strongly consider breakfast ihop tomorrow morning short stack blueberry compote crave,positive,1
"Harper Lee's Go Set a Watchman comes out tomorrow, I just want to call into work so I can read it all day.",harper lee 's go set watchman tomorrow call work read day,positive,1
"good things i saw on the way to work: - car w picture of tom cruise in the 1st mission: impossible movie - ""TUSHI DR"" license plate",good thing see way work car w picture tom cruise 1st mission impossible movie tushi dr license plate,positive,1
All I see is the Seinfeld logo.  https://t.co/vtIOqt0oVV,see seinfeld logo,positive,1
Just discovered restaurant on top of Centre Point. Am now taking agent to it tomorrow. No idea what food like but presumably view sublime!,discover restaurant top centre point take agent tomorrow idea food like presumably view sublime,positive,1
@TaraReid I want April to Live to see SHARKNADO 4! #AprilLives,april live see sharknado 4 aprillif,positive,1
Back on the road again....heading to Denmark. Tomorrow we rock Roskilde Festival alongside one of my favorite... http://t.co/ma1iHgQe,back road ... head denmark tomorrow rock roskilde festival alongside one favorite ...,positive,1
@_0ldieKTA it was awesome. OHHHHHH we won 1st place by just doing that oldschool weird :3 Danny Elfman style :P,awesome ohhh win 1st place oldschool weird 3 danny elfman style :p,positive,1
I have to be up @ 3am to be @ work at 4 #fml Had a good time at the Grammy's Whitney Houston tribute. Sat 4 chairs away from Bobbi Kristina,3 a.m. work 4 fml good time grammy 's whitney houston tribute 4 chair away bobbi kristina,positive,1
Angela Merkel is a true leader . She has to tell a 14yr girl she cant have everyone stay in Germany http://t.co/KRiuHppCiH,angela merkel true leader tell 14yr girl everyone stay germany,positive,1
Euro Cup and $10 Burger N Beer sound like the perfect recipe for a Tuesday afternoon. Stone Brewing on special all day!,euro cup 10 burger beer sound like perfect recipe tuesday afternoon stone brewing special day,positive,1
It's weird seeing Tiger Woods being able to wear red again. Not too often that he makes it to Sunday now a days.,weird see tiger wood able wear red often make sunday day,positive,1
@RanaAyyub Man Friday of Modi is credited with the success. But Modi galvanised the cadre through his rallies. He caught peoples emagination,friday modi credit success modi galvanise cadre rally catch people emagination,positive,1
Okay. My sister is freaking out because Allstar isn't playing at the Wildwood Show tomorrow LMFAOOOO!,okay sister freak allstar play wildwood show tomorrow lmfaooo,positive,1
@DDS_Doc_Holiday haha I try it every time the mrs pops out. In fact I'm sat here right now in one of her Gucci thongs and nothing else :),haha try every time mrs pop fact right one gucci thong nothing else :),positive,1
Federer just won his 15th straight point on his serve... Lol wow,federer win 15th straight point serve ... lol wow,positive,1
Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!,wow lady gaga actually britney spear femme fatale concert tonight still listen music wow,positive,1
me the first day of work: ok so I need off next Sunday I have tickets to see Seth Rollins,first day work ok need next sunday ticket see seth rollins,positive,1
"Nirvana's ""In Utero 20th Anniversary Super Deluxe"" is out today! You can stream the entire album on Spotify.",nirvana utero 20th anniversary super deluxe today stream entire album spotify,positive,1
Is the 12th playing down wind?  Because Dustin Johnson just hit a pitching wedge 150 yards.,12th play wind dustin johnson hit pitching wedge 150 yard,positive,1
Always fun reading about Rousey's love for Pokemon and DBZ https://t.co/zQiGmV4zwR,always fun read rousey 's love pokemon dbz,positive,1
@Dutchelevation Time for the europeans to enjoy U2 sitting on the couch on a friday evening :-),time europeans enjoy u2 couch friday evening :-),positive,1
As Port Charles struggles to come to grips with Jason's disappearance...a shocking return!  Tomorrow's episode is can't miss!  Watch #GH!,port charles struggle grip jason 's disappearance ... shocking return tomorrow 's episode miss watch gh,positive,1
Smart learning with great speakers in the 1st day of IBM #NWoM Summit in Copenhagen,smart learning great speaker 1st day ibm nwom summit copenhagen,positive,1
World Series Tuesday. I like the Giants but I'm rollin with the Royals in 6. #Cinderella,world series tuesday like giant rollin royal 6 cinderella,positive,1
"Been watching 'montage of heck' and liking it a lot, love to map his march to being an artist and nirvana becoming great..",watch montage heck like lot love map march artist nirvana become great ..,positive,1
"1st time I saw Zac Brown Band @ @Nationals Park, they opened for @davematthewsbnd. 2nite, they just covered ""Stay (Wasting Time)"". YAY!!",1st time see zac brown band park open 2nite cover stay waste time yay,positive,1
If the Cowboys had trouble bottling up Arian Foster....I gotta believe Marshawn has a really good shot at 150 yards Sunday.,cowboy trouble bottle arian foster ... get believe marshawn really good shot 150 yard sunday,positive,1
I got the bronco game and Chris brown on Sunday lol,get bronco game chris brown sunday lol,positive,1
@Conv_16 I wouldn't mind meeting up one day - picking the Bentley up today but we're always in Chelsea on a Sat.,would mind meet one day pick bentley today always chelsea sat,positive,1
Houston peeps: Go see Rumours (Fleetwood Mac cover band from Los Angeles) at @HOBHouston on Saturday.  You won't regret it.,houston peep go see rumour fleetwood mac cover band angeles saturday regret,positive,1
Got my @johnstownhawks tickets in the mail today!! So excited to see Mario Lemieux drop the 1st puck! #Hockeyisback http://t.co/fTk0AhbS,get ticket mail today excited see mario lemieux drop 1st puck hockeyisback,positive,1
"On Sat 26 Sept, the world's first and best Fleetwood Mac tribute band FLEETWOOD BAC, are here. Tickets &amp; Info: http://t.co/L0FCv6CDhP",26 sept world 's first good fleetwood mac tribute band fleetwood bac ticket info,positive,1
Tomorrow I'll be at kids club orientation and then in the pit at the Sam Smith Concert.  This makes me so happy.,tomorrow kid club orientation pit sam smith concert make happy,positive,1
"This morning as I sat on the subway on my way to work, listening to U2's Calirfornia I tuned into and sent love... http://t.co/CBrI3GtAgQ",morning subway way work listen u2 calirfornia tune send love ...,positive,1
"Lets go Andy! Murray wins the 3rd set, down 1-2. #usopen #andymurray",let go andy murray win 3rd set 1 2 usopen andymurray,positive,1
"Just saw @CashHarrison on the big brother best bits advert for next Saturday, just Ash's face is the best bit of big brother",see big brother good bit advert next saturday ash 's good bit big brother,positive,1
@lucyluuxox u ok with the poster for tomorrow?  tea will be provided for you.. can you get to the cafe for about 6pm to sound check? Rosie x,ok poster tomorrow tea provide .. get cafe 6 p.m. sound check rosie x,positive,1
"I liked a @YouTube video https://t.co/fp5btBMD4x Here Comes the Sun Lesson - Beatles, George Harrison",like video sun lesson beatle george harrison,positive,1
Federer defeats Kohlschreiber 6-3 6-4 6-4 to go through to the 4th Round @usopen,federer defeat kohlschreiber 6 3 6 4 6 4 go 4th round,positive,1
"@TMKSonYES @DonLagreca @IronMaiden Big day on Friday, Don. A brand new double Iron Maiden CD.",big day friday brand new double iron maiden cd,positive,1
"While all you fucks go to school tomorrow, ill be waking up to go to Venice beach",fuck go school tomorrow wake go venice beach,positive,1
"@Ashton5SOS  9 May 2015 in Milan, it was the best day of my life",9 may 2015 milan good day life,positive,1
On Friday night I wondered what the Charlie Hebdo response would be. It doesn't disappoint.  https://t.co/oNRvEcvlUx,friday night wonder charlie hebdo response would disappoint,positive,1
@SeymoreCAKE @jmause3 at least there is hope coming around February. I'm looking at a team where JR Smith is the X-Factor.,least hope around february look team jr smith x factor,positive,1
"I watched Good Deeds again today with @nomusamtshali.. Thanks for coming through girl, was having a boring sunday before you came through..",watch good deed today .. thank girl boring sunday ..,positive,1
@SkinnyZ0mbie   Maby cuz u are sooo good at bowling and they are now scared from u :p  They got sick from u taking the 1st place everytime,maby cuz sooo good bowling scared :p get sick take 1st place everytime,positive,1
"F.M. Kirby Center,November 24th...Hope to see you there... http://t.co/R7YcMKDD",f kirby center november 24th ... hope see ...,positive,1
"The Boys' took care of business tonight! 23-17 over the damn viqueens. Felix, Dez, & Romo went HAM!",boy take business tonight 23 17 damn viqueen felix dez romo go,positive,1
I still remember those days when Demi was tweeting lyrics from Unbroken and now she's tweeting lyrics from her 4th album! Im so excited! &lt;3,still remember day tweet lyric unbroken tweet lyric 4th album excited <3,positive,1
"#awesome Tomorrow starts the 3-day festival, @ UC Davis, known as The Whole Earth Festival. This weekend is gonna be sunny! ;-) I'm off too!",awesome tomorrow start 3 day festival uc davis know whole earth festival weekend go sunny ;-),positive,1
Have an appointment at the Bellamy tomorrow... Might be moving in there next semester #Excited,appointment bellamy tomorrow ... may move next semester excited,positive,1
Wanna watch Sharknado 3 but I've yet to see Sharknado 1 or 2! So I'll watch those 2 before I watch the 3rd movie!,wanna watch sharknado 3 yet see sharknado 1 2 watch 2 watch 3rd movie,positive,1
happy 20th b day Rolling Stone #magazine thanks for teaching me about good #music #rock https://t.co/OI0oaonN9z,happy 20th b day roll stone magazine thank teach good music rock,positive,1
"With one of the greatest UX innovators, during Oracle's MDC 5th anniversary celebration. #PlungInOracleDay https://t.co/D9SrMzlO82",one great ux innovator oracle 's mdc 5th anniversary celebration plunginoracleday,positive,1
Took the day off work and treated babe to some Big Biscuit and saw Ant-Man. Some Monday's aren't too bad.,take day work treat babe big biscuit see ant monday 's bad,positive,1
"What an accomplishment by Paul Dunne, hope he comes out firing tomorrow #TheOpen",accomplishment paul dunne hope fire tomorrow theopen,positive,1
I really hope my mom takes me Thursday I could maybe reunite with Justin ahhhh,really hope mom take thursday could maybe reunite justin ahhh,positive,1
"Oh god, I want Bioshock Infinite right now. February is far, far too long to wait. http://t.co/GK143IVo",oh god bioshock infinite right february far far long wait,positive,1
"@matt_edmeades: Sheffield Wednesday linked with roger Johnson, Ivan klasnic and Michael Antonio. Big coups if they get them. #massive ? ;)",sheffield wednesday link roger johnson ivan klasnic michael antonio big coup get massive ;),positive,1
Rivera says RB Jonathan Stewart looked good in practice and is confident he'll play Sunday vs. Green Bay.,rivera say rb jonathan stewart look good practice confident play sunday vs green bay,positive,1
I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!,think may actually whip gilmore girl series netflix quickly ... go start,positive,1
"What if tomorrow Apple is just like, ""the Apple TV is now a game console and we're going to take on Sony and Microsoft (and Nintendo)"" lol.",tomorrow apple like apple tv game console go take sony microsoft nintendo lol,positive,1
"Not only is it Halfway to St. Patty's day, but its also Monday Night Football on the Paddy'O. We hope to see... http://t.co/hrcSHLiq",halfway st patty 's day monday night football paddy'o hope see ...,positive,1
Wish i couldve went to see Miss May I tonight at house of blues -.-,wish could go see miss may tonight house blue,positive,1
Last Saturday would have been his 58th birthday. Mussic from Michael Jackson coming up in just a few minutes.....,last saturday would 58th birthday mussic michael jackson minute ...,positive,1
was it liam payne or david beckham on the video we may never know #DragMeDownMusicVideoisOut http://t.co/UKD2vSzwEz,liam payne david beckham video may never know dragmedownmusicvideoisout,positive,1
The only thing good about a Monday is Digi- Ben Tait 2k15..he nas,thing good monday digi tait 2k15 ..,positive,1
in the mood to watch all the Harry Potter's for the 3rd time in 2 months,mood watch harry potter 3rd time 2 month,positive,1
@T_ina_82 Looks gorgeous! I'm going to try it out tomorrow. Do you have a base colour or just two coats of Northern Lights in the picture?,look gorgeous go try tomorrow base colour two coat northern light picture,positive,1
"SIGH. Not really huge news in my opinion, but don't get me wrong I'm excited for Rousey &amp; Holm in Australia and seeing it sooner than Jan 2.",sigh really huge news opinion get wrong excited rousey holm australia see sooner jan 2,positive,1
Serena punches her ticket to the finals in straight sets. Joins Djokovic and Federer in tomorrow's #CincyTennis singles finals. Decent trio.,serena punch ticket final straight set join djokovic federer tomorrow 's cincytenni single final decent trio,positive,1
I think the dude sat next to Aldo should put on a Conor McGregor face mask so we can see Jose running again.,think dude next aldo put conor mcgregor mask see jose run,positive,1
Castle crashers free for Xbox one. Tomorrow!! Only  for those who owns the game on Xbox  360.  I'm ready for this! http://t.co/CvcNflakM2,castle crasher free xbox one tomorrow game xbox 360 ready,positive,1
"@A10Jim @ninaland @WoodhullSFA And that's why SCOTUS has the last word on what laws states may enact and enforce. Hence ""Supreme Court.""",scotus last word law state may enact enforce hence supreme court,positive,1
"Come and join us tomorrow, for an exciting Christmas card making demonstration with the fantastic Sue Burrows. 10am-4pm.",join tomorrow exciting christmas card make demonstration fantastic burrow 10 a.m. 4 p.m.,positive,1
@TammyWesolowski .My wish to convey Islam message to everyone. Allah may help you to understand real relegation that is ISLAM. Safe ur self.,wish convey islam message everyone allah may help understand real relegation islam safe ur self,positive,1
"- People are saying it's one of the best shows they've ever seen!! ""Brothers Grimm Spectaculathon"" at East, Saturday at 7pm!! BE THERE.",people say one good show ever see brother grimm spectaculathon east saturday 7 p.m.,positive,1
"Evening Grace Patriots! God bless & Restore R Great Country, R people, R  vets, R men & women in uniform, & the Nations of Israel & Japan!",evening grace patriot god bless restore r great country r people r vet r woman uniform nation israel japan,positive,1
Serena is one of the best athletes in the world. Like may weather at his sport or Kobe or Tom Brady,serena one good athlete world like may weather sport kobe tom brady,positive,1
that Fourth of July remix thingy in Paper Towns just makes me feel something weird and good and refreshing like !!!,fourth july remix thingy paper town make feel something weird good refreshing like,positive,1
Some day at #TheOpen2015 . Incredible stuff from Paul Dunne and Padraig Harrington. Baffling round by Dustin Johnson. Monday will be great.,day theopen2015 incredible stuff paul dunne padraig harrington baffling round dustin johnson monday great,positive,1
Go support Lenny Kravitz 1st independent release. He's the Atlas of Black rock.  - https://t.co/1iBn7PXwC5 #iTunes,go support lenny kravitz 1st independent release atlas black rock itune,positive,1
I found out David Bowie is coming out with a new album this January. Let's see if I'm gonna be the only young person who cares again.,find david bowie new album january let see go young person,positive,1
Thursday I'm gonna upload footage from MetLife here https://t.co/zsOz0GjJ6P it would be cool if you subscribed too okay that is all,thursday go upload footage metlife would cool subscribe okay,positive,1
